name,category_id,photo,description
Краб (варёный),46,products/краб_(варёный),
Краб (мясо краба) (сырой),46,products/краб_(мясо_краба)_(сырой),
Крабовые палочки (сурими) (готовые к употреблению),46,products/крабовые_палочки_(сурими)_(готовые_к_употреблению),
Креветки (варёные),46,products/креветки_(варёные),
Креветки (сырые),46,products/креветки_(сырые),
"Лобстеры (омары, лангусты) (варёные)",46,"products/лобстеры_(омары,_лангусты)_(варёные)",
"Лобстеры (омары, лангусты) (сырые)",46,"products/лобстеры_(омары,_лангусты)_(сырые)",
Раки (варёные),46,products/раки_(варёные),
Раки (сырые),46,products/раки_(сырые),
Водоросли вакаме (в сыром виде),47,products/водоросли_вакаме_(в_сыром_виде),
Водоросли нори (в сыром виде),47,products/водоросли_нори_(в_сыром_виде),
Ирландский мох (в сыром виде),47,products/ирландский_мох_(в_сыром_виде),
Морская капуста (в сыром виде),47,products/морская_капуста_(в_сыром_виде),
"Спирулина (сушёная, в виде порошка)",47,"products/спирулина_(сушёная,_в_виде_порошка)",
Спирулина (в сыром виде),47,products/спирулина_(в_сыром_виде),
"Икра красная или чёрная (приготовленная, термически обработанная)",48,"products/икра_красная_или_чёрная_(приготовленная,_термически_обработанная)",
Икра красная или чёрная (сырая),48,products/икра_красная_или_чёрная_(сырая),
Лягушачьи лапки (сырые),48,products/лягушачьи_лапки_(сырые),
Медуза (сушёная),48,products/медуза_(сушёная),
Вырезка свиная (сырая),49,products/вырезка_свиная_(сырая),
Грудинка свиная (в сыром виде),49,products/грудинка_свиная_(в_сыром_виде),
Карбонат свиной (в сыром виде),49,products/карбонат_свиной_(в_сыром_виде),
Корейка свиная (в сыром виде),49,products/корейка_свиная_(в_сыром_виде),
Лопатка свиная (в сыром виде),49,products/лопатка_свиная_(в_сыром_виде),
Мясо свиное без жира (филе) (сырое),49,products/мясо_свиное_без_жира_(филе)_(сырое),
Нутряной свиной жир (в сыром виде),49,products/нутряной_свиной_жир_(в_сыром_виде),
Рёбрышки (рёбра) свиные (в сыром виде),49,products/рёбрышки_(рёбра)_свиные_(в_сыром_виде),
Рёбрышки свиные (кантри) (в сыром виде),49,products/рёбрышки_свиные_(кантри)_(в_сыром_виде),
Сало свиное (без прослойки) (сырое),49,products/сало_свиное_(без_прослойки)_(сырое),
Сало свиное (с прослойкой) (сырое),49,products/сало_свиное_(с_прослойкой)_(сырое),
"Свиная рулька, голяшка (в сыром виде)",49,"products/свиная_рулька,_голяшка_(в_сыром_виде)",
"Свинина (в сыром виде, мясо с жиром)",49,"products/свинина_(в_сыром_виде,_мясо_с_жиром)",
Свиной окорок и кострец (в сыром виде),49,products/свиной_окорок_и_кострец_(в_сыром_виде),
"Фарш свиной (сырой, 20% жира)",49,"products/фарш_свиной_(сырой,_20%_жира)",
Шейка свиная (шея) (в сыром виде),49,products/шейка_свиная_(шея)_(в_сыром_виде),
Корейка свиная (запечённая),50,products/корейка_свиная_(запечённая),
Свинина жареная (приготовленная),50,products/свинина_жареная_(приготовленная),
Свинина тушёная (приготовленная),50,products/свинина_тушёная_(приготовленная),
"Свинина, запечённая в духовке (приготовленная)",50,"products/свинина,_запечённая_в_духовке_(приготовленная)",
"Фарш свиной (приготовленный, 20% жира)",50,"products/фарш_свиной_(приготовленный,_20%_жира)",
Филе свиное (приготовленное),50,products/филе_свиное_(приготовленное),
Свиная печень (в сыром виде),51,products/свиная_печень_(в_сыром_виде),
Свиная поджелудочная железа (в сыром виде),51,products/свиная_поджелудочная_железа_(в_сыром_виде),
Свиная селезёнка (в сыром виде),51,products/свиная_селезёнка_(в_сыром_виде),
Свиная щековина (в сыром виде),51,products/свиная_щековина_(в_сыром_виде),
Свиное лёгкое (в сыром виде),51,products/свиное_лёгкое_(в_сыром_виде),
Свиное сердце (в сыром виде),51,products/свиное_сердце_(в_сыром_виде),
Свиной желудок (в сыром виде),51,products/свиной_желудок_(в_сыром_виде),
Свиной мозг (в сыром виде),51,products/свиной_мозг_(в_сыром_виде),
Свиной хвост (в сыром виде),51,products/свиной_хвост_(в_сыром_виде),
Свиной язык (в сыром виде),51,products/свиной_язык_(в_сыром_виде),
Свиные кишки (в сыром виде),51,products/свиные_кишки_(в_сыром_виде),
Свиные ножки (в сыром виде),51,products/свиные_ножки_(в_сыром_виде),
Свиные почки (в сыром виде),51,products/свиные_почки_(в_сыром_виде),
Свиные уши (в сыром виде),51,products/свиные_уши_(в_сыром_виде),
Свиная печень (жареная или тушёная),52,products/свиная_печень_(жареная_или_тушёная),
Свиная поджелудочная железа (приготовленная),52,products/свиная_поджелудочная_железа_(приготовленная),
Свиная селезёнка (приготовленная),52,products/свиная_селезёнка_(приготовленная),
Свиное лёгкое (варёное),52,products/свиное_лёгкое_(варёное),
Свиное сердце (варёное или тушёное),52,products/свиное_сердце_(варёное_или_тушёное),
Свиной желудок (отварной),52,products/свиной_желудок_(отварной),
Свиной мозг (приготовленный),52,products/свиной_мозг_(приготовленный),
Свиной хвост (приготовленный),52,products/свиной_хвост_(приготовленный),
Свиной язык (отварной),52,products/свиной_язык_(отварной),
Свиные кишки (приготовленные),52,products/свиные_кишки_(приготовленные),
Свиные ножки (отварные),52,products/свиные_ножки_(отварные),
Свиные почки (тушёные),52,products/свиные_почки_(тушёные),
Свиные уши (варёные),52,products/свиные_уши_(варёные),
"Говядина (сырая, мясо без жира)",53,"products/говядина_(сырая,_мясо_без_жира)",
"Говяжий огузок, кострец (сырой)",53,"products/говяжий_огузок,_кострец_(сырой)",
Говяжий толстый край (сырой),53,products/говяжий_толстый_край_(сырой),
Говяжий тонкий край (Стриплойн) (сырой),53,products/говяжий_тонкий_край_(стриплойн)_(сырой),
Говяжьи рёбра (сырые),53,products/говяжьи_рёбра_(сырые),
Говяжья вырезка (Тендерлойн) (сырая),53,products/говяжья_вырезка_(тендерлойн)_(сырая),
Говяжья голяшка (сырая),53,products/говяжья_голяшка_(сырая),
Говяжья грудинка (сырая),53,products/говяжья_грудинка_(сырая),
Говяжья лопатка (сырая),53,products/говяжья_лопатка_(сырая),
"Говяжья пашина, брюшина, фланк (в сыром виде)",53,"products/говяжья_пашина,_брюшина,_фланк_(в_сыром_виде)",
Говяжья шея (Чак Ай Ролл) (сырая),53,products/говяжья_шея_(чак_ай_ролл)_(сырая),
Телятина (сырая),53,products/телятина_(сырая),
"Фарш говяжий (сырой, 20% жира)",53,"products/фарш_говяжий_(сырой,_20%_жира)",
"Говядина (приготовленная, мясо без жира)",54,"products/говядина_(приготовленная,_мясо_без_жира)",
Говяжья тушёнка (консервированная),54,products/говяжья_тушёнка_(консервированная),
Телятина (приготовленная),54,products/телятина_(приготовленная),
Говяжий мозг (сырой),55,products/говяжий_мозг_(сырой),
Говяжий рубец (сырой),55,products/говяжий_рубец_(сырой),
Говяжий язык (сырой),55,products/говяжий_язык_(сырой),
Говяжье лёгкое (сырое),55,products/говяжье_лёгкое_(сырое),
Говяжье сердце (сырое),55,products/говяжье_сердце_(сырое),
Говяжьи почки (сырые),55,products/говяжьи_почки_(сырые),
Говяжья печень (сырая),55,products/говяжья_печень_(сырая),
Говяжий мозг (жареный),56,products/говяжий_мозг_(жареный),
Говяжий рубец (отварной),56,products/говяжий_рубец_(отварной),
Говяжий язык (отварной),56,products/говяжий_язык_(отварной),
Говяжье лёгкое (отварное или тушёное),56,products/говяжье_лёгкое_(отварное_или_тушёное),
Говяжье сердце (отварное),56,products/говяжье_сердце_(отварное),
Говяжьи почки (варёные),56,products/говяжьи_почки_(варёные),
Говяжья печень (тушёная или жареная),56,products/говяжья_печень_(тушёная_или_жареная),
"Куриная голень (сырая, мясо с кожей)",57,"products/куриная_голень_(сырая,_мясо_с_кожей)",
"Куриная грудка (сырая, с кожей)",57,"products/куриная_грудка_(сырая,_с_кожей)",
"Куриная спинка (сырая, мясо с кожей)",57,"products/куриная_спинка_(сырая,_мясо_с_кожей)",
Куриная спинка (без кожи) (сырая),57,products/куриная_спинка_(без_кожи)_(сырая),
"Куриные бёдра (сырые, мясо с кожей)",57,"products/куриные_бёдра_(сырые,_мясо_с_кожей)",
Куриные крылышки (сырые),57,products/куриные_крылышки_(сырые),
"Куриные ножки (окорочка) (сырые, мясо с кожей)",57,"products/куриные_ножки_(окорочка)_(сырые,_мясо_с_кожей)",
Куриный фарш (сырой),57,products/куриный_фарш_(сырой),
Курица (сырое куриное мясо),57,products/курица_(сырое_куриное_мясо),
"Филе куриной грудки (сырое мясо, без кожи)",57,"products/филе_куриной_грудки_(сырое_мясо,_без_кожи)",
"Куриная голень (жареная, мясо с кожей)",58,"products/куриная_голень_(жареная,_мясо_с_кожей)",
"Куриная голень (запечённая, мясо с кожей)",58,"products/куриная_голень_(запечённая,_мясо_с_кожей)",
"Куриная голень (тушёная или варёная, мясо с кожей)",58,"products/куриная_голень_(тушёная_или_варёная,_мясо_с_кожей)",
Куриная голень (без кожи) (жареная),58,products/куриная_голень_(без_кожи)_(жареная),
Куриная голень (без кожи) (тушёная или варёная),58,products/куриная_голень_(без_кожи)_(тушёная_или_варёная),
"Куриная грудка (варёная или тушёная, без кожи)",58,"products/куриная_грудка_(варёная_или_тушёная,_без_кожи)",
"Куриная грудка (запечённая, без кожи)",58,"products/куриная_грудка_(запечённая,_без_кожи)",
"Куриная спинка (приготовленная, мясо с кожей)",58,"products/куриная_спинка_(приготовленная,_мясо_с_кожей)",
"Куриные бёдра (жареные, мясо с кожей)",58,"products/куриные_бёдра_(жареные,_мясо_с_кожей)",
"Куриные бёдра (запечённые, мясо с кожей)",58,"products/куриные_бёдра_(запечённые,_мясо_с_кожей)",
"Куриные бёдра (варёные или тушёные, мясо с кожей)",58,"products/куриные_бёдра_(варёные_или_тушёные,_мясо_с_кожей)",
Куриные бёдра без кожи (варёные или тушёные),58,products/куриные_бёдра_без_кожи_(варёные_или_тушёные),
Куриные крылышки (жареные),58,products/куриные_крылышки_(жареные),
Куриные крылышки (запечённые),58,products/куриные_крылышки_(запечённые),
Куриные крылышки (варёные или тушёные),58,products/куриные_крылышки_(варёные_или_тушёные),
"Куриные ножки (жареные, мясо с кожей)",58,"products/куриные_ножки_(жареные,_мясо_с_кожей)",
"Куриные ножки (запечённые, мясо с кожей)",58,"products/куриные_ножки_(запечённые,_мясо_с_кожей)",
"Куриные ножки (варёные или тушёные, мясо с кожей)",58,"products/куриные_ножки_(варёные_или_тушёные,_мясо_с_кожей)",
Курица (жареная),58,products/курица_(жареная),
Курица (запечённая),58,products/курица_(запечённая),
Курица (варёная или тушёная),58,products/курица_(варёная_или_тушёная),
Куриная кожа (сырая),59,products/куриная_кожа_(сырая),
Куриная печень (сырая),59,products/куриная_печень_(сырая),
Куриные жулудки (сырые),59,products/куриные_жулудки_(сырые),
Куриные сердца (сырые),59,products/куриные_сердца_(сырые),
Куриная кожа (отварная),60,products/куриная_кожа_(отварная),
Куриная печень (жареная),60,products/куриная_печень_(жареная),
Куриная печень (тушёная или варёная),60,products/куриная_печень_(тушёная_или_варёная),
Куриные жулудки (варёные или тушёные),60,products/куриные_жулудки_(варёные_или_тушёные),
Куриные лапки (приготовленные),60,products/куриные_лапки_(приготовленные),
Куриные сердца (приготовленные),60,products/куриные_сердца_(приготовленные),
Бедро индейки (филе) (сырое),61,products/бедро_индейки_(филе)_(сырое),
"Голень индейки (сырая, без кожи)",61,"products/голень_индейки_(сырая,_без_кожи)",
Грудка индейки (филе) (сырая),61,products/грудка_индейки_(филе)_(сырая),
Желудки индейки (сырые),61,products/желудки_индейки_(сырые),
"Индейка (сырая, мясо и кожа целой тушки)",61,"products/индейка_(сырая,_мясо_и_кожа_целой_тушки)",
Кожа индейки (в сыром виде),61,products/кожа_индейки_(в_сыром_виде),
"Мясо индейки (индюшатина) (сырое, мясо целой тушки)",61,"products/мясо_индейки_(индюшатина)_(сырое,_мясо_целой_тушки)",
Печень индейки (сырая),61,products/печень_индейки_(сырая),
Сердце индейки (сырое),61,products/сердце_индейки_(сырое),
Шея индейки (сырая),61,products/шея_индейки_(сырая),
Бедро индейки (филе) (запечённое),62,products/бедро_индейки_(филе)_(запечённое),
"Голень индейки (запечённая, без кожи)",62,"products/голень_индейки_(запечённая,_без_кожи)",
Грудка индейки (филе) (варёная),62,products/грудка_индейки_(филе)_(варёная),
Желудки индейки (тушёные),62,products/желудки_индейки_(тушёные),
"Индейка (запечённая, мясо и кожа целой тушки)",62,"products/индейка_(запечённая,_мясо_и_кожа_целой_тушки)",
"Мясо индейки (индюшатина) (запечённое, мясо целой тушки)",62,"products/мясо_индейки_(индюшатина)_(запечённое,_мясо_целой_тушки)",
Печень индейки (тушёная),62,products/печень_индейки_(тушёная),
Сердце индейки (приготовленное),62,products/сердце_индейки_(приготовленное),
Шея индейки (отварная или тушёная),62,products/шея_индейки_(отварная_или_тушёная),
Баранина (сырая),63,products/баранина_(сырая),
Козлятина (сырая),63,products/козлятина_(сырая),
Конина (сырая),63,products/конина_(сырая),
Крольчатина (сырая),63,products/крольчатина_(сырая),
Лосятина (сырая),63,products/лосятина_(сырая),
Медвежатина (сырая),63,products/медвежатина_(сырая),
Мясо антилопы (сырое),63,products/мясо_антилопы_(сырое),
Мясо бизона (сырое),63,products/мясо_бизона_(сырое),
Мясо бифало (сырое),63,products/мясо_бифало_(сырое),
Мясо бобра (сырое),63,products/мясо_бобра_(сырое),
Мясо гусиное (сырое),63,products/мясо_гусиное_(сырое),
Мясо дикого кабана (сырое),63,products/мясо_дикого_кабана_(сырое),
Мясо фазана (сырое),63,products/мясо_фазана_(сырое),
Оленина (сырая),63,products/оленина_(сырая),
Печень гусиная (сырая),63,products/печень_гусиная_(сырая),
Печень утиная (сырая),63,products/печень_утиная_(сырая),
"Страусиное мясо (сырое, вырезка)",63,"products/страусиное_мясо_(сырое,_вырезка)",
"Утка (мясо утиное) (сырое мясо, без кожи)",63,"products/утка_(мясо_утиное)_(сырое_мясо,_без_кожи)",
Баранина (приготовленная),64,products/баранина_(приготовленная),
Гусь (запечённый),64,products/гусь_(запечённый),
Козлятина (приготовленная),64,products/козлятина_(приготовленная),
Конина (приготовленная),64,products/конина_(приготовленная),
Крольчатина (приготовленная),64,products/крольчатина_(приготовленная),
Лосятина (приготовленная),64,products/лосятина_(приготовленная),
Медвежатина (приготовленная),64,products/медвежатина_(приготовленная),
Мясо антилопы (приготовленное),64,products/мясо_антилопы_(приготовленное),
Мясо бизона (приготовленное),64,products/мясо_бизона_(приготовленное),
Мясо бифало (приготовленное),64,products/мясо_бифало_(приготовленное),
Мясо бобра (приготовленное),64,products/мясо_бобра_(приготовленное),
Мясо дикого кабана (приготовленное),64,products/мясо_дикого_кабана_(приготовленное),
Оленина (приготовленная),64,products/оленина_(приготовленная),
"Утка (мясо утиное) (запечённая, мясо без кожи)",64,"products/утка_(мясо_утиное)_(запечённая,_мясо_без_кожи)",
Фазан (приготовленный),64,products/фазан_(приготовленный),
Ветчина,65,products/ветчина,
Колбаса варёная,65,products/колбаса_варёная,
Колбаса докторская,65,products/колбаса_докторская,
Колбаса копчёная,65,products/колбаса_копчёная,
Колбаса кровяная,65,products/колбаса_кровяная,
Колбаса Пепперони,65,products/колбаса_пепперони,
Паштет печёночный,65,,
Салями,65,products/салями,
Сосиски,65,products/сосиски,
Сосиски молочные,65,products/сосиски_молочные,
Фуа-гра (консервированное),65,products/фуа-гра_(консервированное),
Вода,66,products/вода,
